id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24193805,"Rusty's 2nd Floor Double Bedroom, Shared Bath",19197577,Ken,,Roslindale,42.28471,-71.12891,Private room,99,3,19,2022-05-28,0.38,2,128,4,STR-476406
24219094,Private Home,14399992,Barry,,Jamaica Plain,42.29909,-71.11593,Entire home/apt,293,180,113,2021-07-09,2.22,1,170,3,STR-416154
24231732,1 Mile To Downtown Boston in a 2 Bedroom.,122568097,Nick,,Roxbury,42.32586,-71.09651,Entire home/apt,150,30,86,2020-08-08,1.72,3,99,0,STR-414837
24261049,Boston's Best Vacation Home,50017024,Victor,,Mattapan,42.27467,-71.07362,Entire home/apt,400,3,8,2022-05-27,1.47,1,325,8,STR-460948
24265005,Eclectic 2 bd. apt in Victorian artist home.,145681148,Marianne,,Jamaica Plain,42.30537,-71.11748,Entire home/apt,159,1,37,2022-06-12,0.78,2,0,5,STR-414689
24277032,"North End 1 Bedroom- CLOSE MGH, Subway, Hanover St",180283497,Michelle,,North End,42.36547,-71.05492,Entire home/apt,129,29,3,2019-07-28,0.06,8,304,0,
24324950,Great 1BR in the Heart of Downtown Boston,13355115,Doug,,Chinatown,42.35051,-71.05964,Private room,86,91,0,,,1,0,0,
24325336,Beacon Hill Studio - 2 min Walk to MGH-Subway-,180283497,Michelle,,Beacon Hill,42.36026,-71.07003,Entire home/apt,129,29,9,2020-01-31,0.18,8,228,0,
24347267,"Rusty's 2nd Floor King Bedroom, Shared Bath",19197577,Ken,,Roslindale,42.28471,-71.12891,Private room,119,28,22,2021-12-05,0.44,2,267,1,STR-476406
24356120,Comfortable Place in Roslindale,183787878,Leo,,Roslindale,42.27719,-71.1295,Entire home/apt,100,29,1,2019-06-25,0.03,1,0,0,
24378766,Downtown Theater District & Boston Common Park,799496,Kj,,Downtown,42.35202,-71.06486,Entire home/apt,250,29,122,2022-04-09,2.42,3,334,1,Exempt: This listing is a unit used for furnished institutional or business stays
24401790,comfortable and cozy,10692181,Francisco,,Jamaica Plain,42.31069,-71.10282,Entire home/apt,155,2,99,2022-05-31,1.98,5,94,30,Str-414666
24412927,Cozy Colonial (entire home) near Lower Mills,46315640,Richmond,,Mattapan,42.27586,-71.08746,Entire home/apt,115,91,3,2018-09-03,0.06,2,0,0,
24471492,Melville Park Penthouse,10085529,Joshua,,Dorchester,42.29523,-71.06828,Private room,125,2,101,2022-06-09,2.02,1,51,24,STR-383178
24484501,Top of the World,114515516,William,,Charlestown,42.38113,-71.08021,Entire home/apt,811,2,142,2022-06-12,2.87,1,253,45,STR-414759
24563107,Sunny 2Bed Apt River View By Mass General Hospital,20079643,Alex @ Bcohousing,,West End,42.3649,-71.06838,Entire home/apt,397,75,11,2022-05-03,0.34,11,305,2,Exempt: This listing is a unit used for furnished institutional or business stays
24598387,"Beautiful, spacious South Boston Condo, Near T",1788949,Greg,,South Boston,42.33068,-71.05393,Entire home/apt,400,2,153,2022-06-04,3.05,1,86,24,STR-441388
24598890,Yellow Quiet room,27871799,Althea,,Mattapan,42.27555,-71.07597,Private room,100,1,24,2021-10-12,0.48,6,344,1,STR-415974
24600107,Entire Home in JP! Perfect for families!,13960633,Charles,,Jamaica Plain,42.29836,-71.11046,Entire home/apt,215,2,10,2020-08-28,0.20,2,0,0,STR-389183
24633212,Clean room near Longwood,80570686,Siena,,Mission Hill,42.33097,-71.10023,Private room,90,2,82,2022-05-26,1.65,4,122,35,STR-434886
24644312,Convenient Transportation Suburb Boston Room,186235436,Yanlin,,West Roxbury,42.27549,-71.16821,Shared room,49,3,11,2019-10-06,0.22,2,0,0,STR-398131
24645479,Spacious sun-filled room near Longwood,80570686,Siena,,Mission Hill,42.33091,-71.10255,Private room,100,2,33,2022-05-24,0.68,4,123,22,STR-434886
24647800,Sunny large room with views and private bath,80570686,Siena,,Mission Hill,42.33206,-71.10185,Private room,140,2,50,2022-05-28,1.01,4,122,29,STR-434886
24648787,Spacious private bedroom in modern Brownstone,36650837,Alex,,Mission Hill,42.33524,-71.10161,Private room,105,29,44,2020-01-17,0.88,2,286,0,STR-415861
24649082,Private room in modern brownstone next to Longwood,36650837,Alex,,Mission Hill,42.33333,-71.1018,Private room,95,29,56,2021-09-25,1.12,2,318,1,STR-415861
24749244,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,Maverick,,South End,42.34448,-71.07636,Entire home/apt,204,1,66,2022-05-22,1.35,84,329,12,STR-441241
24756613,"PERFECT for SUMMER w/ AC, only 3 min WALK to train",156053359,Ken,,Dorchester,42.29015,-71.0684,Private room,46,91,15,2020-04-30,0.31,8,296,0,
24783227,"Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,Jessica,,Dorchester,42.31286,-71.06249,Entire home/apt,120,2,115,2022-06-11,2.31,5,280,38,STR-443035
24826742,Strathmore 1 | 4BR 2BA | Huge Condo with 2 Full Baths and one block to Greenline!,71783,Lance,,Mission Hill,42.33144,-71.10812,Entire home/apt,170,30,40,2020-05-31,0.80,29,46,0,
24829523,"3 br/2 bath town house in Lower Mills, Boston",79660976,Hillary,,Mattapan,42.27286,-71.07117,Entire home/apt,340,29,32,2021-10-25,0.65,1,288,9,STR445583
24845439,Boston Home Great Location,187813188,Booker,,Jamaica Plain,42.31508,-71.10125,Private room,75,1,183,2022-05-28,3.68,3,149,53,STR-414138
24865433,"Large 2 Bed/2Bath By MGH, Washer/Dryer in Suite",20079643,Alex @ Bcohousing,,West End,42.36556,-71.06973,Entire home/apt,382,75,11,2022-02-08,0.29,11,348,3,Exempt: This listing is a unit used for furnished institutional or business stays
24875112,Safe and Quiet Neighborhood By The Harvard,32304279,Charles And Grace,,Allston,42.35898,-71.12734,Entire home/apt,325,2,1,2018-10-01,0.02,2,42,0,STR-416314
24909410,"Beautiful 2 Bed 2 Bath, River view near TD Garden",182778270,Muzammil,,West End,42.36463,-71.06414,Entire home/apt,295,91,13,2018-08-26,0.26,1,0,0,
24914428,5⭐Freedom Trail Eco French 1BR⭐Free Parking & Deck,11410590,Nika & Tony,,Charlestown,42.37389,-71.06223,Entire home/apt,218,29,132,2022-05-01,2.66,2,80,3,STR-415979
24944930,Shelly's Place Cozy,139072570,Lance And Shelly,,East Boston,42.38136,-71.0231,Private room,65,1,439,2022-06-12,8.87,5,276,146,STR-398249
24946602,"Charming 1 bedroom unit, perfect location.",188603836,Jesus,,Jamaica Plain,42.321676343387296,-71.10654971807854,Entire home/apt,140,1,1,2022-06-09,1,1,305,1,STR-476416
24965806,Back Bay Apartment near MIT and Newbury Street - G,51079261,Riverside,,Back Bay,42.35013,-71.08911,Entire home/apt,230,2,45,2022-04-24,0.91,2,0,6,STR-391275
24969609,Beautiful Private Two Bedroom Apt in Boston,33131531,Wenqi,,Brighton,42.34124,-71.14755,Entire home/apt,160,91,0,,,3,0,0,
24971621,Modern basement with convenient transportanion,186235436,Yanlin,,West Roxbury,42.27546,-71.16958,Private room,85,5,45,2022-06-06,0.91,2,315,17,STR-398131
24992422,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine And Dan,,Charlestown,42.37708,-71.0604,Entire home/apt,232,2,199,2022-05-24,4.04,1,85,59,STR-414140
25013408,Luxurious 16H Villa near Harvard University,14785487,Aihua,,Allston,42.35825,-71.13529,Private room,600,7,8,2019-10-21,0.17,7,358,0,
25025114,Perfect for Summer with cool A/C LARGE 1200 sqft,156053359,Ken,,Dorchester,42.29165,-71.06782,Private room,45,91,9,2018-08-24,0.19,8,90,0,
25158106,Bright 2BR | Washer/Dryer | Theater District & MGH,163251048,Global Luxury,,Chinatown,42.352093,-71.060806,Entire home/apt,819,30,3,2021-11-07,0.10,11,339,2,Approved by government
25266010,"Private room&bath,ctr air,5 min to T,  to downtown",147658152,Jill,,Brighton,42.34481,-71.16844,Private room,43,91,17,2018-08-21,0.35,1,0,0,
25284439,Steps to Boston Common | Bright 1BR | Laundry,163251048,Global Luxury,,Chinatown,42.352093,-71.060806,Entire home/apt,597,1,6,2022-05-23,0.13,11,310,5,Exempt: This listing is a unit that has contracts with hospitals
25324358,"The Small room Aka ""The Affordable room""",20672298,Ikem,,Hyde Park,42.26493,-71.12262,Private room,35,91,8,2019-03-05,0.16,1,90,0,
25326962,"#3 Maverick MBTA clean, comfy private room",183805757,Claire,,East Boston,42.36779,-71.03897,Private room,88,2,281,2022-05-22,5.70,3,27,74,STR-398959
25328440,"#2 Maverick MBTA clean, comfy, private Room",183805757,Claire,,East Boston,42.36805,-71.03759,Private room,87,2,268,2022-05-25,5.44,3,23,77,STR-398959
25374033,Lux Studio Apt in new bldg near Chinatown w/gym,9419684,Churchill,,Downtown,42.35309,-71.06178,Entire home/apt,219,29,2,2018-07-22,0.04,40,336,0,Approved by government
25382635,Cozy Room at Kendall Square,28749942,Lorena & Ivan (Myhomelike),,West End,42.36223,-71.07031,Private room,159,29,80,2020-02-16,1.62,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
25382895,Modern Room @ Kendall Square/MIT,28749942,Lorena & Ivan (Myhomelike),,Beacon Hill,42.35996,-71.06992,Private room,159,29,56,2020-03-07,1.17,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
25416313,"Newly renovated, Best Location CENTER of Boston",156053359,Ken,,Dorchester,42.29183,-71.06784,Private room,45,91,9,2022-05-21,0.19,8,17,2,
25429787,2 sunny guest rooms in 1920s flat amid parks+cafés,191880,Fabien,,Jamaica Plain,42.31522,-71.11218,Private room,240,3,48,2022-06-10,1.48,1,43,27,STR-415033
25476466,"River Location, City Views-Safe, Walkable,Central!",9529655,Suzanne,,Fenway,42.3499,-71.09545,Entire home/apt,220,92,0,,,4,286,0,
25520363,A true “home away from home”,4842537,Haim,,Allston,42.34736,-71.13911,Entire home/apt,254,2,118,2022-06-12,2.41,1,207,42,STR-415794
25531778,"PEACE BE UNTO THEE, STRANGER - COME AND REST",3201643,Michael,,Dorchester,42.31303,-71.05266,Private room,30,91,0,,,2,90,0,STR-436505
25576444,SouthEnd Eagles Nest,34719298,Michael,,South End,42.34226,-71.07881,Entire home/apt,174,2,109,2022-06-02,2.23,1,13,43,STR-405587
25770647,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,,Downtown,42.35529,-71.06087,Entire home/apt,437,2,207,2022-06-12,4.24,2,274,74,STR-413172
25775084,Comfortable & Convenient in Boston w Free Parking!,62852803,Tina,,West Roxbury,42.28023,-71.16944,Private room,75,91,26,2019-08-11,0.53,1,177,0,STR-460484
25933888,BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,9073339,Elisangela,,East Boston,42.378841,-71.034821,Entire home/apt,313,1,156,2022-05-29,3.27,3,289,51,STR-398048
25947332,Affluent 3 Bedroom 3 Bath Condo Downtown Boston,152237835,Sabrina,,South Boston,42.34223,-71.06047,Entire home/apt,325,91,68,2020-01-01,1.42,1,0,0,
25971732,One Bedroom in Boston's Back Bay Neighborhood #110,18202088,Luxurious,,Back Bay,42.34633,-71.07763,Entire home/apt,337,91,0,,,18,0,0,
25975436,Stay in a GoLocal American-Made Suite in Back Bay!,18202088,Luxurious,,Back Bay,42.34534,-71.07969,Entire home/apt,225,91,1,2018-10-04,0.02,18,0,0,
26005227,Full Condo: Heart of the South End! READ DESCR,432317,Julie,,South End,42.34533,-71.07118,Entire home/apt,290,2,47,2022-05-29,1.03,1,0,43,STR-420982
26012594,Great 4 groups  Grill near Downtown Beach FreePrkg,25203946,Eder,,Dorchester,42.31122,-71.06178,Entire home/apt,955,2,46,2022-05-15,0.97,17,337,14,STR-413525
26038867,✪Villa5 2beds 4m to Dowtown stepsto T w/freeprk✪,25203946,Eder,,Dorchester,42.30948,-71.06356,Private room,65,2,23,2019-10-27,0.48,17,0,0,STR-413525
26051186,✪2double min to Fenway/D-Town near train freeprkg,25203946,Eder,,Dorchester,42.31137,-71.06315,Private room,49,2,19,2019-10-20,0.39,17,0,0,STR-413525
26052117,✪Sunny King w/Smartv 4m to City stepsto T freeprk✪,25203946,Eder,,Dorchester,42.3093,-71.06313,Private room,59,7,19,2019-11-03,0.40,17,0,0,STR-413525
26066073,✪Spacious King mins to train Fenway/D-Town freeprk,25203946,Eder,,Dorchester,42.30947,-71.06226,Private room,55,2,25,2019-11-03,0.52,17,0,0,STR-413525
26066238,✪Double min fromFenway/D-Town steps 2train freeprk,25203946,Eder,,Dorchester,42.31131,-71.06375,Private room,47,14,13,2019-10-28,0.28,17,0,0,STR-413525
26094005,Comfortable and clean  house near Arnold Arboretum,137105899,Ling,,Roslindale,42.29188,-71.12154,Private room,36,29,4,2022-02-28,0.23,3,307,2,
26102579,Lovely Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36608,-71.04005,Entire home/apt,125,91,7,2019-04-29,0.15,18,0,0,
26104302,Studio Apartment at East Pier Near Water,18202088,Luxurious,,East Boston,42.36796,-71.03985,Entire home/apt,99,91,1,2019-05-20,0.03,18,0,0,
26104687,Lovely Studio Apartment at East Pier,18202088,Luxurious,,East Boston,42.36814,-71.0397,Entire home/apt,224,91,7,2019-11-04,0.18,18,0,0,
26105250,Studio Apartment at East Boston Pier Near Water,18202088,Luxurious,,East Boston,42.36841,-71.04055,Entire home/apt,99,91,7,2019-09-18,0.15,18,0,0,
26105589,Accessible Studio Just Miles From Logan Airport,18202088,Luxurious,,East Boston,42.36773,-71.03935,Entire home/apt,125,91,2,2018-09-02,0.04,18,0,0,
26108847,Cozy Studio Apartment at East Pier EB117,18202088,Luxurious,,East Boston,42.36752,-71.04152,Entire home/apt,99,91,4,2019-08-17,0.10,18,0,0,
26109078,Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36792,-71.03991,Entire home/apt,150,91,5,2019-12-08,0.13,18,89,0,
26109200,Lovely Executive Studio in East Boston EB2-29,18202088,Luxurious,,East Boston,42.36639,-71.04036,Entire home/apt,167,91,4,2019-06-15,0.10,18,0,0,
26109264,Beautiful Executive Studio in East Boston EB2-31,18202088,Luxurious,,East Boston,42.36789,-71.03986,Entire home/apt,110,91,0,,,18,0,0,
26127318,RIVER & CITY VIEWS! LOCATION!  Parking Available+,9529655,Suzanne,,Fenway,42.35053,-71.09536,Entire home/apt,265,91,1,2018-08-15,0.02,4,286,0,
26130154,"Spacious Boston Bedroom, Free Parking, next to T!",196415169,Josh & Whitney,,Mission Hill,42.32754,-71.10732,Private room,125,2,45,2022-05-22,0.95,1,5,2,STR-398242
26130187,"North End One bedroom, Freedom Trail 1 min walk",38997,Michelle,,North End,42.36636,-71.05428,Entire home/apt,135,29,1,2019-06-01,0.03,11,297,0,
26131758,Nice Executive Studio in East Boston EB2-33,18202088,Luxurious,,East Boston,42.36783,-71.04183,Entire home/apt,167,91,0,,,18,0,0,
26132354,Wonderful Studio In East Boston EB2-37,18202088,Luxurious,,East Boston,42.36809,-71.04161,Entire home/apt,167,91,0,,,18,0,0,
26132566,Cozy Studio In East Boston EB2-39,18202088,Luxurious,,East Boston,42.36626,-71.04025,Entire home/apt,167,91,1,2019-10-20,0.03,18,0,0,
26160905,"Private, Cozy & Clean 1 bedroom Sanctuary",196631266,Nakeisha,,Dorchester,42.28975,-71.0782,Entire home/apt,125,29,120,2020-09-04,2.48,2,0,0,STR-420519
26163695,Bina’s Home away from Home 3,153568352,Frederick & Sabina,,Mattapan,42.27808,-71.08717,Private room,99,2,71,2022-06-05,1.54,4,127,6,STR-445640
26207713,Spacious room in beautiful apartment,80595835,Liviu,,Jamaica Plain,42.32188,-71.11647,Private room,70,180,6,2018-10-15,0.12,2,0,0,
26246423,"Spacious Apt W/ Private Decks in Boston, JP",52165995,Brian,,Jamaica Plain,42.31228,-71.1018,Entire home/apt,125,91,7,2018-10-08,0.15,1,0,0,
26333739,"Classy, Cozy South End Unit",119265681,Maude,,South End,42.34207,-71.069,Entire home/apt,120,29,47,2022-05-01,1.02,2,254,4,
26353456,"KID FRIENDLY, Spacious Jamaica Plain home",449295,Dorothy & Seth,,Jamaica Plain,42.3109,-71.0991,Entire home/apt,801,3,6,2022-05-30,0.13,1,22,4,STR-385754
26360101,H-kingdom | Smart Home | Cozy renovated,73201898,Hanqing,,East Boston,42.3896,-70.99781,Private room,98,2,102,2022-06-04,2.14,1,257,39,STR-408979
26361101,One Bedroom in the heart of Back Bay #307,18202088,Luxurious,,South End,42.34457,-71.07829,Entire home/apt,289,91,7,2019-05-24,0.15,18,0,0,
26361743,2 Bedroom in Boston's Back Bay! #203,18202088,Luxurious,,Back Bay,42.34629,-71.07963,Entire home/apt,223,91,4,2019-06-01,0.08,18,0,0,
26395595,Separate entrance in-law suite in heart of JP,145681148,Marianne,,Jamaica Plain,42.30753,-71.11757,Entire home/apt,115,1,99,2021-10-11,2.08,2,0,1,STR-414689
26453232,Modern Parkside Smart Home,30732884,Jeffery,,Dorchester,42.29009,-71.06557,Entire home/apt,195,91,4,2020-05-30,0.11,3,262,0,
26532751,"SUMMER STAY, GREAT for Intern students/business",156053359,Ken,,Dorchester,42.29028,-71.06671,Private room,45,91,3,2019-07-25,0.07,8,112,0,
26753806,5⭐Bunker Hill Eco 1BR Globetrotter⭐Free Parking,11410590,Nika & Tony,,Charlestown,42.3729,-71.06107,Entire home/apt,274,29,121,2022-04-30,2.56,2,173,2,STR-415978
26778714,"The Upton Apartment | The Upton, South End",5430185,Laura And Olivia,,South End,42.34291,-71.07301,Entire home/apt,308,1,70,2022-06-08,1.65,7,62,33,Exempt: This listing is a hotel or motel
26828892,Shelly's Swan Room,139072570,Lance And Shelly,,East Boston,42.38137,-71.02311,Private room,65,1,412,2022-06-11,8.66,5,247,139,STR-398249
26849307,Apartment near transit/free parking/self check-in,201935605,Sherwin,,Hyde Park,42.25038,-71.11733,Entire home/apt,72,29,42,2021-11-19,0.89,7,100,1,
26849309,Entire Apt near transit/free parking/self check-in,201935605,Sherwin,,Hyde Park,42.25121,-71.11694,Entire home/apt,75,29,55,2022-03-31,1.17,7,70,5,
27074605,COLLEGE STUDENTS are welcome 3 MINS walk to train,156053359,Ken,,Dorchester,42.29027,-71.06673,Private room,45,91,5,2021-03-01,0.13,8,178,0,
27082052,In-Law apartment-walking distance to Longwood Area,80053882,Sherri,,Jamaica Plain,42.32165,-71.11622,Private room,129,2,32,2022-06-08,0.68,1,1,4,STR-398310
27112752,2BR Ideally Located Top Floor Brownstone Condo,53212424,Jason,,Brighton,42.33738,-71.14883,Entire home/apt,114,91,14,2019-07-10,0.36,1,0,0,
27158560,Southie Private Bedroom&Bathroom! Parking optional,42530911,Eda,,South Boston,42.332897,-71.039543,Private room,123,2,116,2022-06-09,2.47,1,111,44,STR-409728
27168524,Classic Boston Brownstone - Walk to Everything,23576640,Gearoid (Griff),,South End,42.34637,-71.07145,Private room,139,1,219,2022-05-29,4.68,1,25,72,STR-408224
27203329,"#1 Maverick MBTA clean, comfy, private room",183805757,Claire,,East Boston,42.36908,-71.03937,Private room,90,2,210,2022-05-26,4.49,3,24,83,STR-398959
27251319,Spacious 1BR | Desk+WiFi | Steps to T  |Downtown,163251048,Global Luxury,,Chinatown,42.352093,-71.060806,Entire home/apt,597,1,4,2022-04-24,1.13,11,310,4,Exempt: This listing is a unit that has contracts with hospitals
27252588,Beautiful 1BR near T | Downtown | Desk+WiFi,163251048,Global Luxury,,Chinatown,42.352093,-71.060806,Entire home/apt,597,1,0,,,11,310,0,Exempt: This listing is a unit that has contracts with hospitals
27323777,Vintage Studio in Beacon Hill. Walk Everywhere,95634275,Sophia,,Beacon Hill,42.35945,-71.06551,Entire home/apt,218,29,67,2022-04-26,1.43,7,309,1,Exempt: This listing is a unit used for furnished institutional or business stays
27339519,Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN,202862511,Frank & Delilah,,Roxbury,42.32685,-71.09683,Entire home/apt,185,2,235,2022-06-10,5.03,1,83,68,STR-441310
27371399,Clean and Modern 1 BR Guest Suite in the South End,204612202,Mike And Toni,,South End,42.33905,-71.07345,Entire home/apt,220,2,10,2019-10-22,0.27,1,0,0,STR-396455
27394276,Sun filled private room in spacious Boston home.,163838367,Jamie,,Jamaica Plain,42.3208,-71.11296,Private room,35,91,13,2019-06-24,0.28,1,0,0,
27404136,"Sunny 2 Bed Apt By Boston Childrens Hosptial, BWH",20079643,Alex @ Bcohousing,,Mission Hill,42.33351,-71.10182,Entire home/apt,269,75,14,2022-06-12,0.44,11,275,6,Exempt: This listing is a unit used for furnished institutional or business stays
27429577,Secluded Tower Home in Bright Castle,63270976,Peter,,Allston,42.35134,-71.13871,Entire home/apt,110,29,256,2022-05-08,5.56,1,12,7,STR-384347
27501160,Enjoy Boston for the Holidays!  Your own place!,101356888,Erik,,East Boston,42.37346,-71.0404,Entire home/apt,99,29,83,2022-06-02,1.78,1,0,6,
27503398,Light-Filled Gorgeous New Luxury Apartment,113533375,Devora,,Roxbury,42.32489,-71.09417,Entire home/apt,288,2,138,2022-05-30,2.99,2,219,53,STR-410891
27509899,Gorgeous 18H villa near Harvard University,14785487,Aihua,,Allston,42.35862,-71.13483,Entire home/apt,750,31,10,2022-03-07,0.21,7,349,3,
27625974,Brand New Apt Steps From The Water & Downtown,208469788,Kevin And Emily,,Charlestown,42.3725,-71.06219,Entire home/apt,189,29,11,2021-12-21,0.27,1,0,1,
27634728,Boston Condominium,31340713,Kama,,Brighton,42.33829,-71.15004,Entire home/apt,116,29,14,2020-06-27,0.31,45,252,0,
27661676,"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",41210370,Rachel,,South Boston,42.33423,-71.03884,Entire home/apt,250,1,59,2020-08-09,1.30,1,0,0,STR-394166
27669626,"Downtown Boston, Near South Station Bus Terminal",208829554,Ping,,Chinatown,42.35034,-71.0619,Entire home/apt,162,90,142,2022-05-21,3.12,1,83,12,STR-399153
27784901,"3br house in S. Boston, near Seaport,BCEC&downtown",10717877,Shervin,,South Boston,42.33541,-71.047,Entire home/apt,270,29,87,2020-03-08,1.89,1,0,0,STR-383578
27810970,Alaska Street R53,188939923,Mort,,Roxbury,42.32192,-71.07855,Private room,115,2,28,2022-05-29,0.61,4,183,15,STR-415018
27879644,"Spacious room, near transit, keyless self check-in",201935605,Sherwin,,Hyde Park,42.25147,-71.11579,Private room,42,29,24,2022-03-16,0.52,7,104,4,
27879776,"Room near MBTA transit, Keyless self check-in",201935605,Sherwin,,Hyde Park,42.25134,-71.11621,Private room,42,29,27,2022-05-20,0.58,7,119,3,
27893040,Newly renovated South End 2 bedroom apartment,103017326,Vika,,Roxbury,42.33358,-71.07985,Entire home/apt,100,91,43,2021-12-20,0.93,1,152,1,
